country_name,country_code,indicator_name,indicator_code,value,year
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8534622192383,2016
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,87.2751264812586,2016
Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9930584895805,2018
Low & middle income,LMY,Access to electricity (% of population),EG.ELC.ACCS.ZS,84.0784735254826,2015
Lower middle income,LMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,80.3026169104572,2015
Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
"Venezuela, RB",VEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2015
Latin America & Caribbean,LCN,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.3311441544161,2018
North America,NAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2015
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2015
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,11.7593555450439,2018
Middle East & North Africa,MEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.7472727606514,2017
Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,33.7,2017
Libya,LBY,Access to electricity (% of population),EG.ELC.ACCS.ZS,70.4261245727539,2017
Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,42.65,2018
IDA blend,IDB,Access to electricity (% of population),EG.ELC.ACCS.ZS,64.6072734382039,2017
IDA only,IDX,Access to electricity (% of population),EG.ELC.ACCS.ZS,54.9435309858663,2018
Sub-Saharan Africa (excluding high income),SSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,44.5899775509004,2017
Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8023147583008,2015
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
North America,NAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8,2017
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.8926010131836,2018
Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2015
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
Vietnam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Latin America & Caribbean (excluding high income),LAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.4379157445198,2016
Latin America & the Caribbean (IDA & IBRD countries),TLA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.2889714737471,2018
Sub-Saharan Africa (IDA & IBRD countries),TSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,47.660056860408,2018
"Korea, Dem. People’s Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,46.0493698120117,2017
"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2015
Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9218292236328,2016
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2015
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,64.3,2016
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,56.0490341186523,2016
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,42.0,2015
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,43.2592582702637,2018
Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2015
Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,57.82,2016
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,33.7,2015
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.6942596435547,2016
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.9637756347656,2016
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,49.4,2016
Upper middle income,UMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.2006832865833,2017
Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.1654205322266,2015
New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,85.7464262347638,2015
Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.6835098266602,2016
IBRD only,IBD,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.868933324328,2017
Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.3554763793945,2018
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2015
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2015
Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,10.9,2017
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2015
Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,32.8,2016
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.5859985351563,2018
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2015
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Low & middle income,LMY,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.7176342420458,2017
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8389739990234,2018
Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,29.7359943389893,2015
North Macedonia,MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
Least developed countries: UN classification,LDC,Access to electricity (% of population),EG.ELC.ACCS.ZS,42.5512210170089,2015
Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,47.0,2018
Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,20.2471370697021,2015
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
IDA total,IDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,51.514502707421,2015
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.5400161743164,2018
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
Upper middle income,UMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.4232121540589,2018
Middle East & North Africa (IDA & IBRD countries),TMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.4858262547105,2015
Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,39.5,2015
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2015
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,60.4,2015
Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.9022827148438,2017
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,52.5,2017
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,44.526912689209,2018
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2015
Pacific island small states,PSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,79.2785612103406,2015
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,17.5064811706543,2017
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2015
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.0356826782227,2018
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Sub-Saharan Africa,SSF,Access to electricity (% of population),EG.ELC.ACCS.ZS,44.6642743729301,2016
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,60.3954467773438,2018
Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,32.7328720092773,2017
Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,24.2,2017
Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9,2015
Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.5061111450195,2016
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.2511520385742,2017
Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,90.7246521624271,2018
East Asia & Pacific (IDA & IBRD countries),TEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.3832071206151,2018
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2015
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Lower middle income,LMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,82.5147164037383,2016
Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,25.9182662963867,2018
Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,22.9,2016
Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
IDA & IBRD total,IBT,Access to electricity (% of population),EG.ELC.ACCS.ZS,87.9132356826611,2018
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.8,2017
Latin America & Caribbean,LCN,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.8779802889763,2017
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.6628092663691,2015
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Arab World,ARB,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.3086016965609,2016
Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8687133789063,2017
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2015
High income,HIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9953539530351,2017
New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,49.3679237365723,2015
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,40.4,2016
IBRD only,IBD,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.9315661201545,2016
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
St. Lucia,LCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.3590469360352,2015
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,54.4,2017
Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.852179,2015
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.2,2016
Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,47.4150352478027,2016
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.714844,2015
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,92.6,2017
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.6719207763672,2016
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,75.0,2018
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,65.4,2016
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.710902,2015
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9292373657227,2016
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9,2018
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8218231201172,2015
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.0,2015
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Turkey,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Turkey,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Turkey,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2016
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.8,2017
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.8,2016
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.5853652954102,2018
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.825883,2015
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.7,2016
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Morocco,MAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.6117553710938,2015
Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,62.6600723266602,2018
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.5,2017
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.186898,2015
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.6,2016
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.5,2017
Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2015
Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,70.79,2017
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,71.1974105834961,2015
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.3,2017
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.4,2016
Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9,2017
Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.3,2017
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.9151458740234,2016
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.6954650878906,2018
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.51,2018
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.14,2017
Sri Lanka,LKA,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.5,2017
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,88.0,2017
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,73.1279678344727,2015
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.409804,2015
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.5,2016
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.08,2015
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.8572311401367,2018
South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,84.2,2016
South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,84.4,2017
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.3,2015
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2018
